description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
3 Socket	1				100	16	362	10		2	"glov,mag,nos"	tsc						"useitem,tmp"				double-stats5	95		0	10	tri-stats1	50		0	5	dual-res5	95		5	10	tri-res4	50		0	5	mag%	50		0	25	tsc																																																										0
3 Socket	1				100	16	362	12		2	"glov,mag,nos"	tsc						"useitem,tmp,sock=3"			99	double-stats6	95		0	10	tri-stats1	50		0	10	dual-res6	95		7	10	tri-res1	50		0	10	cast1	50		10	25	tsc																																																										0
3 Socket	1				100	16	362	14		2	"glov,mag,nos"	tsc						"useitem,tmp,sock=3"			99	double-stats7	95		3	10	tri-stats2	50		3	10	dual-res7	95		7	10	tri-res2	50		5	10	cast1	95		15	25	tsc																																																										0
3 Socket	1				100	16	362	16		2	"glov,mag,nos"	tsc						"useitem,tmp,sock=3"			99	double-stats8			5	10	tri-stats3			5	10	dual-res8			10	10	tri-res3	95		10	10	allskills	50		2	2	tsc																																																										0
3 Socket	1				100	16	362	18		2	"glov,mag,nos"	tsc						"useitem,tmp,sock=3"			99	double-stats9			10	10	tri-stats4			10	10	dual-res9			10	10	tri-res4			15	15	allskills	85		4	4	tsc																																																										0
																																																																																																									0
3 Socket Boots																																																																																																									0
1 Socket	1				100	16	362	2		2	"boot,mag,nos"	tsc						"useitem,tmp"				double-stats2	50		0	5				0	5	dual-res1	50		0	5						move1	10		0	10	tsc																																																										0
2 Socket	1				100	16	362	4		2	"boot,mag,nos"	tsc						"useitem,tmp"				double-stats2	75		0	5				0	5	dual-res2	75		0	5	tri-res1	10		0		move1	15		0	15	tsc																																																										0
2 Socket	1				100	16	362	6		2	"boot,mag,nos"	tsc						"useitem,tmp"				double-stats3	85		0	5				0	5	dual-res3	85		0	5	tri-res2	15		0	5	move1	25		5	20	tsc																																																										0
2 Socket	1				100	16	362	8		2	"boot,mag,nos"	tsc						"useitem,tmp"				double-stats4	95		0	5				0	5	dual-res4	95		0	10	tri-res3	25		0	5	move1	50		10	25	tsc																																																										0
3 Socket	1				100	16	362	10		2	"boot,mag,nos"	tsc						"useitem,tmp"				double-stats5	95		0	10	tri-stats1	50		0	5	dual-res5	95		5	10	tri-res4	50		0	5	move1	50		15	30	tsc																																																										0
3 Socket	1				100	16	362	12		2	"boot,mag,nos"	tsc						"useitem,tmp,sock=3"			99	double-stats6	95		0	10	tri-stats1	50		0	10	dual-res6	95		7	10	tri-res1	50		0	10	move1	50		20	35	tsc																																																										0
3 Socket	1				100	16	362	14		2	"boot,mag,nos"	tsc						"useitem,tmp,sock=3"			99	double-stats7	95		3	10	tri-stats2	50		3	10	dual-res7	95		7	10	tri-res2	50		5	10	move1	95		25	40	tsc																																																										0
3 Socket	1				100	16	362	16		2	"boot,mag,nos"	tsc						"useitem,tmp,sock=3"			99	double-stats8			5	10	tri-stats3			5	10	dual-res8			10	10	tri-res3	95		10	10	move1	50		30	45	tsc																																																										0
3 Socket	1				100	16	362	18		2	"boot,mag,nos"	tsc						"useitem,tmp,sock=3"			99	double-stats9			10	10	tri-stats4			10	10	dual-res9			10	10	tri-res4			15	15	move1	85		35	50	tsc																																																										0
																																																																																																									0
4 Socket Chest																																																																																																									0
1 Socket	1				100	16	362	2		2	"tors,mag,nos"	tsc						"useitem,tmp"				double-stats2	10		0	5				0	5	dual-res1	10		0	5						ac%	10		0	1	tsc																																																										0
2 Socket	1				100	16	362	4		2	"tors,mag,nos"	tsc						"useitem,tmp"				double-stats2	15		0	5				0	5	dual-res2	15		0	5	tri-res1	10		0		ac%	15		0	1	tsc																																																										0
3 Socket	1				100	16	362	6		2	"tors,mag,nos"	tsc						"useitem,tmp"				double-stats3	25		0	5				0	5	dual-res3	25		0	5	tri-res2	15		0	5	ac%	25		0	1	tsc																																																										0
4 Socket	1				100	16	362	8		2	"tors,mag,nos"	tsc						"useitem,tmp"				double-stats4	50		0	5				0	5	dual-res4	50		0	10	tri-res3	25		0	5	ac%	50		0	1	tsc																																																										0
4 Socket	1				100	16	362	10		2	"tors,mag,nos"	tsc						"useitem,tmp"				double-stats5	50		0	10	tri-stats1	50		0	5	dual-res5	50		5	10	tri-res4	50		0	5	ac%	50		0	1	tsc																																																										0
4 Socket	1				100	16	362	12		2	"tors,mag,nos"	tsc						"useitem,tmp,sock=4"			99	double-stats6	50		0	10	tri-stats1	50		0	10	dual-res6	50		7	10	tri-res1	50		0	10	allskills	50		0	1	tsc																																																										0
4 Socket	1				100	16	362	14		2	"tors,mag,nos"	tsc						"useitem,tmp,sock=4"			99	double-stats7	95		3	10	tri-stats2	50		3	10	dual-res7	95		7	10	tri-res2	50		5	10	allskills	95		0	3	tsc																																																										0
4 Socket	1				100	16	362	16		2	"tors,mag,nos"	tsc						"useitem,tmp,sock=4"			99	double-stats8			5	10	tri-stats3			5	10	dual-res8			10	10	tri-res3	95		10	10	allskills	85		1	3	tsc																																																										0
4 Socket	1				100	16	362	18		2	"tors,mag,nos"	tsc						"useitem,tmp,sock=4"			99	double-stats9			10	10	tri-stats4			10	10	dual-res9			10	10	tri-res4			15	15	allskills	95		3	3	tsc																																																										0
																																																																																																									0
4 Socket Shield																																																																																																									0
1 Socket	1				100	16	362	2		2	"shld,mag,nos"	tsc						"useitem,tmp"				double-stats2	10		0	5				0	5	dual-res1	10		0	5						ac%	10		0	1	tsc																																																										0
2 Socket	1				100	16	362	4		2	"shld,mag,nos"	tsc						"useitem,tmp"				double-stats2	15		0	5				0	5	dual-res2	15		0	5	tri-res1	10		0		ac%	15		0	1	tsc																																																										0
3 Socket	1				100	16	362	6		2	"shld,mag,nos"	tsc						"useitem,tmp"				double-stats3	25		0	5				0	5	dual-res3	25		0	5	tri-res2	15		0	5	ac%	25		0	1	tsc																																																										0
4 Socket	1				100	16	362	8		2	"shld,mag,nos"	tsc						"useitem,tmp"				double-stats4	50		0	5				0	5	dual-res4	50		0	10	tri-res3	25		0	5	ac%	50		0	1	tsc																																																										0
4 Socket	1				100	16	362	10		2	"shld,mag,nos"	tsc						"useitem,tmp"				double-stats5	50		0	10	tri-stats1	50		0	5	dual-res5	50		5	10	tri-res4	50		0	5	ac%	50		0	1	tsc																																																										0
4 Socket	1				100	16	362	12		2	"shld,mag,nos"	tsc						"useitem,tmp,sock=4"			99	double-stats6	50		0	10	tri-stats1	50		0	10	dual-res6	50		7	10	tri-res1	50		0	10	allskills	50		0	1	tsc																																																										0
4 Socket	1				100	16	362	14		2	"shld,mag,nos"	tsc						"useitem,tmp,sock=4"			99	double-stats7	95		3	10	tri-stats2	50		3	10	dual-res7	95		7	10	tri-res2	50		5	10	allskills	95		0	3	tsc																																																										0
4 Socket	1				100	16	362	16		2	"shld,mag,nos"	tsc						"useitem,tmp,sock=4"			99	double-stats8			5	10	tri-stats3			5	10	dual-res8			10	10	tri-res3	95		10	10	allskills	85		1	3	tsc																																																										0
4 Socket	1				100	16	362	18		2	"shld,mag,nos"	tsc						"useitem,tmp,sock=4"			99	double-stats9			10	10	tri-stats4			10	10	dual-res9			10	10	tri-res4			15	15	allskills	95		3	3	tsc																																																										0
																																																																																																									0
6 Socket Bows	0																																																																																																								0
1 Socket	1				100	16	362	2		2	"bow,mag,nos"	tsc						"useitem,tmp"				double-stats2	10		0	5				0	5	dual-res1	10		0	5						dmg%	10		0	20	tsc																																																										0
1 Socket	1				100	16	362	4		2	"bow,mag,nos"	tsc						"useitem,tmp"				double-stats2	15		0	5				0	5	dual-res2	15		0	5	tri-res1	10		0		dmg%	15		0	50	tsc																																																										0
2 Socket	1				100	16	362	6		2	"bow,mag,nos"	tsc						"useitem,tmp"				double-stats3	25		0	5				0	5	dual-res3	25		0	5	tri-res2	15		0	5	dmg%	25		0	75	tsc																																																										0
3 Socket	1				100	16	362	8		2	"bow,mag,nos"	tsc						"useitem,tmp"				double-stats4	50		0	5				0	5	dual-res4	50		0	10	tri-res3	25		0	5	dmg%	50		25	100	tsc																																																										0
6 Socket	1				100	16	362	10		2	"bow,mag,nos"	tsc						"useitem,tmp"				double-stats5	50		0	10	tri-stats1	50		0	5	dual-res5	50		5	10	tri-res4	50		0	5	dmg%	50		50	150	tsc																																																										0
6 Socket	1				100	16	362	12		2	"bow,mag,nos"	tsc						"useitem,tmp,sock=6"			99	double-stats6	50		0	10	tri-stats1	50		0	10	dual-res6	50		7	10	tri-res1	50		0	10	allskills	50		0	1	tsc																																																										0
6 Socket	1				100	16	362	14		2	"bow,mag,nos"	tsc						"useitem,tmp,sock=6"			99	double-stats7	95		3	10	tri-stats2	50		3	10	dual-res7	95		7	10	tri-res2	50		5	10	allskills	95		0	3	tsc																																																										0
6 Socket	1				100	16	362	16		2	"bow,mag,nos"	tsc						"useitem,tmp,sock=6"			99	double-stats8			5	10	tri-stats3			5	10	dual-res8			10	10	tri-res3	95		10	10	allskills	85		1	3	tsc																																																										0
6 Socket	1				100	16	362	18		2	"bow,mag,nos"	tsc						"useitem,tmp,sock=6"			99	double-stats9			10	10	tri-stats4			10	10	dual-res9			10	10	tri-res4			15	15	allskills	95		3	3	tsc																																																										0
																																																																																																									0
6 Socket xBows	0																																																																																																								0
1 Socket	1				100	16	362	2		2	"xbow,mag,nos"	tsc						"useitem,tmp"				double-stats2	10		0	5				0	5	dual-res1	50		0	5						dmg%	15		0	20	tsc																																																										0
1 Socket	1				100	16	362	4		2	"xbow,mag,nos"	tsc						"useitem,tmp"				double-stats2	15		0	5				0	5	dual-res2	75		0	5	tri-res1	10		0		dmg%	15		0	50	tsc																																																										0
2 Socket	1				100	16	362	6		2	"xbow,mag,nos"	tsc						"useitem,tmp"				double-stats3	25		0	5				0	5	dual-res3	85		0	5	tri-res2	15		0	5	dmg%	15		0	75	tsc																																																										0
3 Socket	1				100	16	362	8		2	"xbow,mag,nos"	tsc						"useitem,tmp"				double-stats4	50		0	5				0	5	dual-res4	95		0	10	tri-res3	25		0	5	dmg%	50		25	100	tsc																																																										0
6 Socket	1				100	16	362	10		2	"xbow,mag,nos"	tsc						"useitem,tmp"				double-stats5	50		0	10	tri-stats1	50		0	5	dual-res5	95		5	10	tri-res4	50		0	5	dmg%	85		50	150	tsc																																																										0
6 Socket	1				100	16	362	12		2	"xbow,mag,nos"	tsc						"useitem,tmp,sock=6"			99	double-stats6	50		0	10	tri-stats1	50		0	10	dual-res6	95		7	10	tri-res1	50		0	10	allskills	50		0	1	tsc																																																										0
6 Socket	1				100	16	362	14		2	"xbow,mag,nos"	tsc						"useitem,tmp,sock=6"			99	double-stats7	95		3	10	tri-stats2	50		3	10	dual-res7	95		7	10	tri-res2	50		5	10	allskills	75		0	3	tsc																																																										0
6 Socket	1				100	16	362	16		2	"xbow,mag,nos"	tsc						"useitem,tmp,sock=6"			99	double-stats8			5	10	tri-stats3			5	10	dual-res8			10	10	tri-res3	95		10	10	allskills	85		1	3	tsc																																																										0
6 Socket	1				100	16	362	18		2	"xbow,mag,nos"	tsc						"useitem,tmp,sock=6"			99	double-stats9			10	10	tri-stats4			10	10	dual-res9			10	10	tri-res4			15	15	allskills	95		3	3	tsc																																																										0
																																																																																																									0
3 Socket Amazon Javalins																																																																																																									0
1 Socket	1				100	16	362	2		2	"ajav,mag,nos"	tsc						"useitem,tmp"				double-stats2	10		0	5				0	5	dual-res1	50		0	5						dmg%	15		0	20	tsc																																																										0
1 Socket	1				100	16	362	4		2	"ajav,mag,nos"	tsc						"useitem,tmp"				double-stats2	15		0	5				0	5	dual-res2	75		0	5	tri-res1	10		0		dmg%	15		0	50	tsc																																																										0
2 Socket	1				100	16	362	6		2	"ajav,mag,nos"	tsc						"useitem,tmp"				double-stats3	25		0	5				0	5	dual-res3	85		0	5	tri-res2	15		0	5	dmg%	15		0	75	tsc																																																										0
3 Socket	1				100	16	362	8		2	"ajav,mag,nos"	tsc						"useitem,tmp"				double-stats4	50		0	5				0	5	dual-res4	95		0	10	tri-res3	25		0	5	dmg%	50		25	100	tsc																																																										0
3 Socket	1				100	16	362	10		2	"ajav,mag,nos"	tsc						"useitem,tmp"				double-stats5	50		0	10	tri-stats1	50		0	5	dual-res5	95		5	10	tri-res4	50		0	5	dmg%	85		50	150	tsc																																																										0
3 Socket	1				100	16	362	12		2	"ajav,mag,nos"	tsc						"useitem,tmp,sock=3"				double-stats6	50		0	10	tri-stats1	50		0	10	dual-res6	95		7	10	tri-res1	50		0	10	allskills	50		0	1	tsc																																																										0
3 Socket	1				100	16	362	14		2	"ajav,mag,nos"	tsc						"useitem,tmp,sock=3"				double-stats7	95		3	10	tri-stats2	50		3	10	dual-res7	95		7	10	tri-res2	50		5	10	allskills	75		0	3	tsc																																																										0
3 Socket	1				100	16	362	16		2	"ajav,mag,nos"	tsc						"useitem,tmp,sock=3"				double-stats8			5	10	tri-stats3			5	10	dual-res8			10	10	tri-res3	95		10	10	allskills	85		3	6	tsc																																																										0
3 Socket	1				100	16	362	18		2	"ajav,mag,nos"	tsc						"useitem,tmp,sock=3"				double-stats9			10	10	tri-stats4			10	10	dual-res9			10	10	tri-res4			15	15	allskills	95		6	6	tsc																																																										0
																																																																																																									0
3 Socket Javalins																																																																																																									0
1 Socket	1				100	16	362	2		2	"jave,mag,nos"	tsc						"useitem,tmp"				double-stats2	10		0	5				0	5	dual-res1	50		0	5						dmg%	15		0	20	tsc																																																										0
